ID Código Material Técnica Sexo Dibujado Artefacto_(s) Cantidad Dibujado_(s) Sexo_2 Elementos_adicionales_1 2 3 4 5 6 Tocado Elementos_de_la_cara_1 Elementos_de_la_cara_2 Elementos_de_las_orejas_1 Elementos_de_las_orejas_2 Elementos_de_cuello_y_pecho_1 Elementos_de_cuello_y_pecho_2 Elementos_de_cuello_y_pecho_3 Cinturones
139 MO_O03057-1 tumbaga plana masculino si si 3 si masculino_con_gonadas_hacia_abajo un_palito N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A un_hilo
140 MO_O03058-1 tumbaga plana indeterminado si si 3 si indeterminado un_palito N/A N/A N/A N/A N/A indeterminado N/A N/A N/A N/A N/A N/A N/A un_hilo
141 MO_O03220-1 tumbaga con_nucleo no_tiene si si 5 si no_tiene poporo un_palito N/A N/A N/A N/A cilíndrico N/A N/A N/A N/A argollas N/A N/A dos_hilos
142 MO_O03293-1 cobre plana indeterminado si si 5 si indeterminado dos_palitos dos_palitos N/A N/A N/A N/A colmena N/A N/A N/A N/A collar_de_1_o_2_vueltas N/A N/A un_hilo
143 MO_O03328-1 cobre plana no_tiene si si 2 si no_tiene un_palito N/A N/A N/A N/A N/A no_tiene N/A N/A N/A N/A collar_de_1_o_2_vueltas N/A N/A N/A
144 MO_O03461-1 tumbaga con_nucleo masculino si si 2 si masculino_con_gonadas_hacia_arriba N/A N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A con_dije N/A N/A N/A
145 MO_O03462-1 tumbaga con_nucleo femenino si si 2 si femenino_realista N/A N/A N/A N/A N/A N/A rectangular N/A N/A N/A N/A N/A N/A N/A cuerdas
146 MO_O03468-1 cobre plana no_tiene si si 2 si no_tiene N/A N/A N/A N/A N/A N/A no_tiene N/A N/A N/A N/A inidentificable N/A N/A un_hilo
147 MO_O03530-1 cobre con_nucleo indeterminado si si 2 si indeterminado N/A N/A N/A N/A N/A N/A irregular N/A N/A N/A N/A inidentificable N/A N/A N/A
148 MO_O03551-1 tumbaga plana femenino si si 5 si femenino_herradura_hacia_arriba un_palito bastones_diversos N/A N/A N/A N/A triangular N/A N/A N/A N/A collares_largos_con_varias_placas N/A N/A dos_hilos
149 MO_O03684-1 tumbaga plana masculino si si 3 si masculino_sin_gonadas_hacia_abajo poporo N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A un_hilo
150 MO_O03690-1 oro plana indeterminado si si 1 si indeterminado N/A N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A N/A
151 MO_O03900-1 tumbaga plana masculino si si 5 si masculino_con_gonadas_hacia_abajo un_palito ni_idea N/A N/A N/A N/A cilíndrico N/A N/A N/A N/A argollas N/A N/A dos_hilos
152 MO_O03902-1 tumbaga plana femenino si si 4 si femenino_herradura_hacia_abajo dos_palitos N/A N/A N/A N/A N/A púas N/A N/A N/A N/A placa_maciza N/A N/A un_hilo
153 MO_O03907-1 cobre plana no_tiene si si 3 si no_tiene propulsor bastones_diversos N/A N/A N/A N/A rectangular N/A N/A N/A N/A N/A N/A N/A N/A
154 MO_O03908-1 tumbaga plana femenino si si 5 si femenino_herradura_hacia_abajo doble_espiral ni_idea N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A placa_maciza N/A N/A un_hilo
155 MO_O03936-1 tumbaga con_nucleo femenino si si 6 si femenino_herradura_hacia_abajo recipiente un_palito argollas_en_brazos N/A N/A N/A casco N/A N/A N/A N/A argollas N/A N/A un_hilo
156 MO_O03946-1 tumbaga plana femenino si si 4 si femenino_herradura_hacia_abajo ni_idea ni_idea N/A N/A N/A N/A rectangular_tiras N/A N/A N/A N/A N/A N/A N/A dos_hilos
157 MO_O03952-1 tumbaga canasto indeterminado si si 1 si indeterminado N/A N/A N/A N/A N/A N/A alas N/A N/A N/A N/A N/A N/A N/A N/A
158 MO_O03954-1 tumbaga figurilla indeterminado si si 2 si indeterminado escudo N/A N/A N/A N/A N/A alas N/A N/A N/A N/A N/A N/A N/A N/A
159 MO_O03964-1 cobre plana indeterminado si si 3 si indeterminado cachiporra N/A N/A N/A N/A N/A triangular N/A N/A N/A N/A N/A N/A N/A un_hilo
160 MO_O04081-1 tumbaga plana indeterminado si si 5 si indeterminado un_palito N/A N/A N/A N/A N/A rectangular N/A N/A topos N/A placa_de_hilo N/A N/A un_hilo
161 MO_O04083-1 oro plana indeterminado si si 4 si indeterminado propulsor un_palito N/A N/A N/A N/A rectangular_tiras N/A N/A N/A N/A N/A N/A N/A un_hilo
162 MO_O04084-1 tumbaga plana indeterminado si si 2 si indeterminado un_palito N/A N/A N/A N/A N/A triangular N/A N/A N/A N/A N/A N/A N/A N/A
163 MO_O04168-1 tumbaga plana masculino si si 2 si masculino_con_gonadas_hacia_arriba ni_idea N/A N/A N/A N/A N/A con_adornos N/A N/A N/A N/A N/A N/A N/A N/A
164 MO_O04204-1 tumbaga figurilla femenino si si 2 si femenino_herradura_hacia_abajo N/A N/A N/A N/A N/A N/A casco N/A N/A N/A N/A N/A N/A N/A un_hilo
165 MO_O04228-1 tumbaga plana no_tiene si si 3 si no_tiene musical N/A N/A N/A N/A N/A rectangular_tiras N/A N/A N/A N/A N/A N/A N/A un_hilo
166 MO_O04237-1 oro plana femenino si si 4 si femenino_herradura_hacia_abajo un_palito N/A N/A N/A N/A N/A rectangular N/A N/A N/A N/A placa_maciza N/A N/A dos_hilos
167 MO_O04268-1 tumbaga plana no_tiene si si 2 si no_tiene N/A N/A N/A N/A N/A N/A indeterminado N/A N/A N/A N/A N/A N/A N/A un_hilo
168 MO_O04293-1 cobre figurilla no_tiene si si 3 si no_tiene bastones_diversos N/A N/A N/A N/A N/A colmena N/A N/A N/A N/A placa_espiral N/A N/A N/A
169 MO_O04440-1 tumbaga plana masculino si si 2 si masculino_con_gonadas_hacia_arriba N/A N/A N/A N/A N/A N/A rectangular N/A N/A N/A N/A N/A N/A N/A un_hilo
170 MO_O04773-1 oro plana masculino si si 3 si masculino_sin_gonadas_hacia_arriba dos_palitos N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A un_hilo
171 MO_O05125-1 oro semi_plana femenino si si 4 si femenino_herradura_hacia_abajo doble_espiral N/A N/A N/A N/A N/A colmena N/A N/A N/A N/A placa_maciza N/A N/A un_hilo
172 MO_O05562-1 oro plana no_tiene si si 2 si no_tiene N/A N/A N/A N/A N/A N/A colmena N/A N/A topos N/A N/A N/A N/A N/A
173 MO_O05642-1 tumbaga plana masculino si si 4 si masculino_con_gonadas_hacia_arriba propulsor mochila N/A N/A N/A N/A con_adornos N/A N/A N/A N/A collar_de_rayos_del_sol N/A N/A un_hilo
174 MO_O05645-1 tumbaga plana femenino si si 5 si femenino_atípico recipiente argollas_en_brazos N/A N/A N/A N/A púas N/A N/A N/A N/A placa_de_hilo N/A N/A lámina
175 MO_O05646-1 tumbaga plana no_tiene si si 2 si no_tiene N/A N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A un_hilo
176 MO_O05897-1 cobre plana masculino si si 3 si masculino_sin_gonadas_hacia_arriba bastones_diversos N/A N/A N/A N/A N/A colmena N/A N/A N/A N/A dije_con_collares N/A N/A un_hilo
177 MO_O06094-1 cobre con_nucleo indeterminado si si 4 si indeterminado cachiporra cachiporra N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A collar_largo N/A N/A N/A
178 MO_O06254a cobre plana no_tiene si si 4 si no_tiene macana cabeza N/A N/A N/A N/A rectangular N/A N/A N/A N/A N/A N/A N/A un_hilo
179 MO_O06302-1 tumbaga plana indeterminado si si 3 si indeterminado N/A N/A N/A N/A N/A N/A con_adornos N/A N/A N/A N/A con_dije N/A N/A dos_hilos
180 MO_O06310-1 tumbaga plana masculino si si 3 si masculino_con_gonadas_hacia_arriba N/A N/A N/A N/A N/A N/A púas N/A N/A indeterminados N/A N/A N/A N/A un_hilo
181 MO_O06311-1 tumbaga plana no_tiene si si 4 si no_tiene cachiporra musical N/A N/A N/A N/A con_adornos N/A N/A N/A N/A N/A N/A N/A un_hilo
182 MO_O06313-1 tumbaga plana indeterminado si si 4 si indeterminado dos_palitos N/A N/A N/A N/A N/A con_adornos N/A N/A N/A N/A con_dije N/A N/A un_hilo
183 MO_O06314-1 cobre plana no_tiene si si 4 si no_tiene dos_palitos N/A N/A N/A N/A N/A con_adornos N/A N/A N/A N/A inidentificable N/A N/A dos_hilos
184 MO_O06334-1 oro plana femenino si si 5 si femenino_herradura_hacia_abajo cachiporra un_palito N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A argollas N/A N/A dos_hilos
185 MO_O06360-1 oro con_nucleo femenino si si 4 si femenino_realista un_palito N/A N/A N/A N/A N/A cilíndrico N/A N/A N/A N/A argollas N/A N/A tres_hilos
186 MO_O06363-1 oro con_nucleo masculino si si 4 si masculino_con_gonadas_hacia_arriba N/A N/A N/A N/A N/A N/A indeterminado nariguera_argolla_simple N/A N/A N/A collar_de_rayos_del_sol N/A N/A un_hilo
187 MO_O06364-1 oro repujado femenino si si 3 si femenino_herradura_hacia_abajo un_palito N/A N/A N/A N/A N/A con_adornos N/A N/A N/A N/A argollas N/A N/A N/A
188 MO_O06367-1 oro con_nucleo no_tiene si si 2 si no_tiene N/A N/A N/A N/A N/A N/A púas N/A N/A N/A N/A argollas N/A N/A N/A
189 MO_O06413-1 oro plana no_tiene si si 6 si no_tiene pájaros propulsor mochila N/A N/A N/A con_adornos N/A N/A N/A N/A placa_de_hilo N/A N/A cuerdas
190 MO_O06595-1 cobre plana indeterminado si si 4 si indeterminado ni_idea N/A N/A N/A N/A N/A rectangular N/A N/A indeterminados N/A N/A N/A N/A un_hilo
191 MO_O06597-1 cobre plana indeterminado si si 0 no indeterminado N/A N/A N/A N/A N/A N/A no_tiene N/A N/A N/A N/A N/A N/A N/A N/A
192 MO_O06726-1 tumbaga plana femenino si si 4 si femenino_círculo_completo doble_espiral N/A N/A N/A N/A N/A con_adornos N/A N/A N/A N/A placa_y_collar_largos N/A N/A un_hilo
193 MO_O06728-1 tumbaga plana femenino si si 6 si femenino_círculo_completo escudo bastones_diversos mochila N/A N/A N/A púas N/A N/A N/A N/A placa_de_hilo N/A N/A un_hilo
194 MO_O06756-1 tumbaga plana masculino si si 4 si masculino_con_gonadas_hacia_abajo propulsor dos_palitos N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A un_hilo
195 MO_O06757-1 tumbaga plana masculino si si 4 si masculino_sin_gonadas_hacia_arriba propulsor N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A placa_de_hilo N/A N/A un_hilo
196 MO_O06758-1 tumbaga plana femenino si si 3 si femenino_herradura_hacia_abajo macana N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A un_hilo
197 MO_O06786-1 tumbaga con_nucleo masculino si si 4 si masculino_sin_gonadas_hacia_abajo propulsor N/A N/A N/A N/A N/A cilíndrico N/A N/A N/A N/A collar_de_rayos_del_sol N/A N/A tres_hilos
198 MO_O06799-1 tumbaga plana masculino si si 3 si masculino_sin_gonadas_hacia_arriba dos_palitos N/A N/A N/A N/A N/A colmena N/A N/A N/A N/A N/A N/A N/A un_hilo
199 MO_O06800-1 tumbaga plana indeterminado si si 3 si indeterminado dos_palitos N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A un_hilo
200 MO_O06801-1 oro plana no_tiene si si 4 si no_tiene mochila mochila N/A N/A N/A N/A no_tiene N/A N/A N/A N/A collar_de_1_o_2_vueltas N/A N/A un_hilo
201 MO_O06810-1 oro semi_plana indeterminado si si 3 si indeterminado recipiente N/A N/A N/A N/A N/A colmena N/A N/A N/A N/A N/A N/A N/A un_hilo
202 MO_O06933-1 cobre plana femenino si si 5 si femenino_círculo_completo propulsor un_palito N/A N/A N/A N/A semi_ovalo canutos_en_boca N/A N/A N/A placa_de_hilo N/A N/A N/A
203 MO_O07216-1 tumbaga semi_plana femenino si si 4 si femenino_herradura_hacia_abajo flecha un_palito N/A N/A N/A N/A no_tiene N/A N/A N/A N/A placa_y_collar_largos N/A N/A un_hilo
204 MO_O07217-1 tumbaga plana femenino si si 3 si femenino_herradura_hacia_arriba un_palito N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A un_hilo
205 MO_O07219-1 tumbaga semi_plana masculino si si 5 si masculino_sin_gonadas_hacia_arriba dos_palitos bastones_diversos N/A N/A N/A N/A colmena N/A N/A N/A N/A hilo_con_colgantes N/A N/A un_hilo
206 MO_O07315-1 oro plana femenino si si 3 si femenino_herradura_hacia_abajo bastones_diversos N/A N/A N/A N/A N/A rectangular N/A N/A N/A N/A N/A N/A N/A un_hilo
207 MO_O07319-1 cobre plana indeterminado si si 3 si indeterminado un_palito N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A un_hilo
208 MO_O07320-1 cobre figurilla femenino si si 2 si femenino_círculo_completo cachiporra N/A N/A N/A N/A N/A colmena N/A N/A N/A N/A N/A N/A N/A N/A
209 MO_O07321-1 cobre plana masculino si si 2 si masculino_sin_gonadas_hacia_arriba bastones_diversos N/A N/A N/A N/A N/A colmena N/A N/A N/A N/A N/A N/A N/A N/A
210 MO_O07361-1 tumbaga plana femenino si si 3 si femenino_herradura_hacia_abajo N/A N/A N/A N/A N/A N/A rectangular N/A N/A N/A N/A con_dije N/A N/A un_hilo
211 MO_O07466-1 oro plana indeterminado si si 5 si indeterminado propulsor N/A N/A N/A N/A N/A con_adornos nariguera_calada N/A N/A N/A hilo_con_colgantes N/A N/A un_hilo
212 MO_O07502-1 cobre figurilla masculino si si 5 si masculino_sin_gonadas_hacia_abajo un_palito bastones_diversos N/A N/A N/A N/A colmena N/A N/A N/A N/A hilo_con_colgantes N/A N/A un_hilo
213 MO_O08305-1 cobre semi_plana no_tiene si si 3 si no_tiene N/A N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A placa_maciza N/A N/A un_hilo
214 MO_O08456-1 oro plana masculino si si 5 si masculino_con_gonadas_hacia_arriba propulsor poporo N/A N/A N/A N/A rectangular N/A N/A colgantes_A N/A hilo_con_relieve N/A N/A N/A
215 MO_O08458-1 tumbaga plana masculino si si 3 si masculino_sin_gonadas_hacia_arriba N/A N/A N/A N/A N/A N/A con_adornos N/A N/A N/A N/A hilo_con_colgantes N/A N/A un_hilo
216 MO_O08460-1 oro plana masculino si si 3 si masculino_con_gonadas_hacia_arriba dos_palitos N/A N/A N/A N/A N/A con_adornos N/A N/A N/A N/A N/A N/A N/A un_hilo
217 MO_O08462-1 tumbaga semi_plana masculino si si 5 si masculino_con_gonadas_hacia_arriba un_palito dos_palitos N/A N/A N/A N/A colmena N/A N/A N/A N/A placa_espiral N/A N/A un_hilo
218 MO_O08463-1 tumbaga plana indeterminado si si 3 si indeterminado macana N/A N/A N/A N/A N/A triangular N/A N/A N/A N/A N/A N/A N/A un_hilo
219 MO_O08464-1 tumbaga plana masculino si si 3 si masculino_con_gonadas_hacia_abajo bastones_diversos N/A N/A N/A N/A N/A no_tiene N/A N/A N/A N/A placa_espiral N/A N/A un_hilo
220 MO_O08465-1 tumbaga plana masculino si si 5 si masculino_con_gonadas_hacia_arriba propulsor un_palito N/A N/A N/A N/A rectangular N/A N/A N/A N/A placa_espiral N/A N/A un_hilo
221 MO_O08466-1 tumbaga semi_plana masculino si si 5 si masculino_sin_gonadas_hacia_arriba macana N/A N/A N/A N/A N/A cilíndrico nariguera_argolla_simple N/A N/A N/A placa_espiral N/A N/A un_hilo
222 MO_O08467-1 tumbaga plana femenino si si 4 si femenino_herradura_hacia_abajo doble_espiral N/A N/A N/A N/A N/A púas N/A N/A N/A N/A placa_espiral N/A N/A un_hilo
223 MO_O08488-1 tumbaga lámina femenino si si 2 si femenino_herradura_hacia_arriba N/A N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A dos_hilos
224 MO_O08493-1 tumbaga semi_plana masculino si si 5 si masculino_sin_gonadas_hacia_arriba bastones_diversos N/A N/A N/A N/A N/A con_adornos N/A N/A colgantes_sin_forma N/A con_dije N/A N/A un_hilo
225 MO_O08496-1 oro plana no_tiene si si 4 si no_tiene propulsor dos_palitos N/A N/A N/A N/A rectangular N/A N/A N/A N/A N/A N/A N/A un_hilo
226 MO_O08684-1 oro plana indeterminado si si 2 si indeterminado bastones_diversos N/A N/A N/A N/A N/A rectangular N/A N/A N/A N/A N/A N/A N/A N/A
227 MO_O08764-1 cobre plana masculino si si 3 si masculino_sin_gonadas_hacia_abajo dos_palitos dos_palitos N/A N/A N/A N/A no_tiene N/A N/A N/A N/A N/A N/A N/A un_hilo
228 MO_O08769-1 tumbaga con_nucleo femenino si si 0 no femenino_realista N/A N/A N/A N/A N/A N/A no_tiene N/A N/A N/A N/A N/A N/A N/A N/A
229 MO_O08786-1 tumbaga plana masculino si si 5 si masculino_con_gonadas_hacia_abajo doble_espiral un_palito N/A N/A N/A N/A con_adornos N/A N/A N/A N/A inidentificable N/A N/A dos_hilos
230 MO_O08820-1 oro semi_plana masculino si si 5 si masculino_exagerado argollas_en_brazos N/A N/A N/A N/A N/A casco N/A N/A N/A N/A N/A N/A N/A dos_hilos
231 MO_O08826-1 tumbaga plana no_tiene si si 3 si no_tiene dos_palitos N/A N/A N/A N/A N/A colmena N/A N/A N/A N/A N/A N/A N/A dos_hilos
232 MO_O09452-1 cobre plana femenino si si 2 si femenino_herradura_hacia_abajo dos_palitos N/A N/A N/A N/A N/A irregular N/A N/A N/A N/A N/A N/A N/A N/A
233 MO_O09453-1 cobre plana masculino si si 2 si masculino_sin_gonadas_hacia_abajo N/A N/A N/A N/A N/A N/A colmena N/A N/A N/A N/A collar_de_1_o_2_vueltas N/A N/A N/A
234 MO_O09456-1 cobre plana masculino si si 1 si masculino_sin_gonadas_hacia_abajo N/A N/A N/A N/A N/A N/A no_tiene N/A N/A N/A N/A con_dije N/A N/A N/A
235 MO_O09707-1 tumbaga repujado masculino si si 5 si masculino_con_gonadas_hacia_arriba propulsor escudo N/A N/A N/A N/A con_adornos N/A N/A N/A N/A placa_de_hilo N/A N/A un_hilo
236 MO_O11246-1 oro plana indeterminado si si 4 si indeterminado pájaros un_palito N/A N/A N/A N/A colmena N/A N/A N/A N/A placa_espiral N/A N/A N/A
237 MO_O11254-1 oro lámina no_tiene si si 1 si no_tiene N/A N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A N/A
238 MO_O11256-1 tumbaga plana femenino si si 6 si femenino_herradura_hacia_abajo un_palito bastones_diversos cabeza N/A N/A N/A irregular N/A N/A N/A N/A argollas N/A N/A un_hilo
239 MO_O11290-1 oro plana no_tiene si si 2 si no_tiene N/A N/A N/A N/A N/A N/A con_adornos N/A N/A N/A N/A N/A N/A N/A dos_hilos
240 MO_O11291-1 tumbaga plana no_tiene si si 2 si no_tiene N/A N/A N/A N/A N/A N/A no_tiene N/A N/A N/A N/A con_dije N/A N/A un_hilo
241 MO_O11292-1 tumbaga plana no_tiene si si 2 si no_tiene N/A N/A N/A N/A N/A N/A con_adornos N/A N/A N/A N/A N/A N/A N/A cuerdas
242 MO_O11372-1 oro plana indeterminado si si 5 si indeterminado ni_idea mochila N/A N/A N/A N/A púas N/A N/A N/A N/A placa_espiral N/A N/A un_hilo
243 MO_O13121-1 tumbaga plana ambos si si 3 si ambos_sexos un_palito N/A N/A N/A N/A N/A irregular N/A N/A N/A N/A N/A N/A N/A dos_hilos
244 MO_O14286-1 oro plana masculino si si 3 si masculino_sin_gonadas_hacia_abajo dos_palitos N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A un_hilo
245 MO_O14287-1 oro plana masculino si si 4 si masculino_sin_gonadas_hacia_arriba propulsor bastones_diversos N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A un_hilo
246 MO_O18636-1 oro plana indeterminado si si 3 si indeterminado dos_palitos N/A N/A N/A N/A N/A rectangular N/A N/A N/A N/A N/A N/A N/A un_hilo
247 MO_O23615-1 oro plana femenino si si 4 si femenino_círculo_completo un_palito N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A placa_y_collar_largos N/A N/A un_hilo
248 MO_O23616-1 oro plana no_tiene si si 2 si no_tiene N/A N/A N/A N/A N/A N/A rectangular N/A N/A N/A N/A N/A N/A N/A un_hilo
249 MO_O23617-1 tumbaga semi_plana masculino si si 2 si masculino_con_gonadas_hacia_arriba N/A N/A N/A N/A N/A N/A cilíndrico N/A N/A N/A N/A N/A N/A N/A un_hilo
250 MO_O23621-1 tumbaga plana masculino si si 4 si masculino_sin_gonadas_hacia_arriba mochila N/A N/A N/A N/A N/A con_adornos N/A N/A N/A N/A con_dije N/A N/A un_hilo
251 MO_O23622-1 tumbaga plana no_tiene si si 4 si no_tiene un_palito mochila N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A un_hilo
252 MO_O23629-1 tumbaga plana no_tiene si si 2 si no_tiene N/A N/A N/A N/A N/A N/A rectangular_tiras N/A N/A N/A N/A N/A N/A N/A un_hilo
253 MO_O23632-1 oro semi_plana indeterminado si si 4 si indeterminado macana N/A N/A N/A N/A N/A cilíndrico canutos_en_boca N/A N/A N/A N/A N/A N/A dos_hilos
254 MO_O23633-1 oro semi_plana ambos si si 3 si ambos_sexos macana N/A N/A N/A N/A N/A cilíndrico N/A N/A N/A N/A N/A N/A N/A dos_hilos
255 MO_O23634-1 oro semi_plana indeterminado si si 5 si indeterminado propulsor un_palito un_palito N/A N/A N/A con_adornos N/A N/A N/A N/A N/A N/A N/A dos_hilos
256 MO_O23650-1 tumbaga plana masculino si si 4 si masculino_con_gonadas_hacia_arriba propulsor ni_idea N/A N/A N/A N/A rectangular_tiras N/A N/A N/A N/A N/A N/A N/A un_hilo
257 MO_O24682-1 oro plana no_tiene si si 3 si no_tiene pájaros N/A N/A N/A N/A N/A rectangular N/A N/A N/A N/A N/A N/A N/A un_hilo
258 MO_O24686-1 tumbaga semi_plana femenino si si 5 si femenino_herradura_hacia_abajo cabeza un_palito N/A N/A N/A N/A colmena N/A N/A N/A N/A collar_largo N/A N/A dos_hilos
259 MO_O25625-1 tumbaga plana indeterminado si si 6 si indeterminado musical un_palito mochila N/A N/A N/A irregular N/A N/A N/A N/A placa_de_hilo N/A N/A dos_hilos
260 MO_O25626-1 tumbaga plana femenino si si 2 si femenino_herradura_hacia_abajo N/A N/A N/A N/A N/A N/A no_tiene N/A N/A N/A N/A collar_largo N/A N/A un_hilo
261 MO_O25627-1 cobre plana no_tiene si si 4 si no_tiene un_palito N/A N/A N/A N/A N/A rectangular N/A N/A N/A N/A placa_de_hilo N/A N/A dos_hilos
262 MO_O26043-1 oro plana indeterminado si si 2 si indeterminado dos_palitos N/A N/A N/A N/A N/A triangular N/A N/A N/A N/A N/A N/A N/A N/A
263 MO_O26044-1 oro plana masculino si si 5 si masculino_con_gonadas_hacia_arriba pájaros N/A N/A N/A N/A N/A colmena N/A N/A N/A N/A argollas doble_canana N/A un_hilo
264 MO_O26052-1 tumbaga plana indeterminado si si 3 si indeterminado un_palito dos_palitos N/A N/A N/A N/A colmena N/A N/A N/A N/A N/A N/A N/A N/A
265 VMO_ETDLM_0001 tumbaga plana no_tiene si si 4 si no_tiene un_palito N/A N/A N/A N/A N/A con_adornos N/A N/A N/A N/A inidentificable N/A N/A dos_hilos
266 VMO_ETDLM_0002 tumbaga plana femenino si si 4 si femenino_herradura_hacia_abajo pájaros N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A inidentificable N/A N/A un_hilo
267 VMO_ETDLM_0003 oro semi_plana femenino si si 3 si femenino_herradura_hacia_abajo doble_espiral N/A N/A N/A N/A N/A no_tiene N/A N/A N/A N/A hilo_con_colgantes N/A N/A un_hilo
268 VMO_ETDLM_0004 tumbaga repujado no_tiene si si 1 si no_tiene N/A N/A N/A N/A N/A N/A con_adornos N/A N/A N/A N/A N/A N/A N/A N/A
269 VMO_ETDLM_0005 oro repujado femenino si si 5 si femenino_realista pájaros argollas_en_brazos N/A N/A N/A N/A con_adornos N/A N/A N/A N/A collares_largos_con_varias_placas N/A N/A indeterminado
270 VMO_ETDLM_0006 tumbaga plana femenino si si 6 si femenino_herradura_hacia_abajo recipiente mochila pájaros N/A N/A N/A semi_ovalo N/A N/A N/A N/A placa_y_collar_largos N/A N/A cuerdas
271 VMO_ETDLM_0007 tumbaga plana femenino si si 5 si femenino_herradura_hacia_arriba recipiente un_palito N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A placa_y_collar_largos N/A N/A un_hilo
272 VMO_ETDLM_0008 tumbaga plana femenino si si 4 si femenino_círculo_completo doble_espiral N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A hilo_con_relieve N/A N/A un_hilo
273 VMO_ETDLM_0009 tumbaga plana no_tiene si si 2 si no_tiene N/A N/A N/A N/A N/A N/A con_adornos N/A N/A N/A N/A N/A N/A N/A cuerdas
274 VMO_LGYEO_0010 oro plana masculino si si 4 si masculino_con_gonadas_hacia_arriba musical N/A N/A N/A N/A N/A con_adornos N/A N/A N/A N/A hilo_con_relieve N/A N/A un_hilo
275 VMO_LGYEO_0011 oro plana masculino si si 5 si masculino_con_gonadas_hacia_arriba recipiente mochila un_palito N/A N/A N/A con_adornos N/A N/A N/A N/A N/A N/A N/A un_hilo
276 VMO_LGYEO_0012 oro lámina femenino si si 3 si femenino_atípico N/A N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A perlitas N/A N/A un_hilo
277 VMO_LGYEO_0013 oro lámina femenino si si 3 si femenino_realista N/A N/A N/A N/A N/A N/A con_adornos N/A N/A N/A N/A perlitas N/A N/A dos_hilos
278 VMO_LGYEO_0014 oro plana no_tiene si si 1 si no_tiene N/A N/A N/A N/A N/A N/A con_adornos N/A N/A N/A N/A N/A N/A N/A N/A
279 VMO_LGYEO_0015 tumbaga plana femenino si si 3 si femenino_herradura_hacia_abajo N/A N/A N/A N/A N/A N/A no_tiene come_hamburguesas N/A N/A N/A collar_largo N/A N/A un_hilo
280 VMO_LGYEO_0016 tumbaga semi_plana masculino si si 6 si masculino_sin_gonadas_hacia_abajo pájaros pájaros pájaros N/A N/A N/A púas N/A N/A N/A N/A collares_largos_con_varias_placas N/A N/A un_hilo
281 VMO_LGYEO_0017 oro semi_plana indeterminado si si 4 si indeterminado dos_palitos N/A N/A N/A N/A N/A no_tiene N/A N/A colgantes_A N/A hilo_con_colgantes N/A N/A un_hilo
282 VMO_LGYEO_0018 oro plana masculino si si 8 si masculino_sin_gonadas_hacia_arriba propulsor mochila poporo N/A N/A N/A con_adornos N/A N/A colgantes_A N/A con_dije hilo_con_palos_atravesados N/A cuerdas
283 VMO_LGYEO_0019 oro plana masculino si si 7 si masculino_sin_gonadas_hacia_abajo propulsor poporo N/A N/A N/A N/A colmena canutos_en_boca N/A colgantes_A N/A con_dije N/A N/A un_hilo
284 VMO_LGYEO_0020 oro plana masculino si si 4 si masculino_con_gonadas_hacia_abajo propulsor N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A placa_de_hilo N/A N/A un_hilo
285 VMO_LGYEO_0021 oro plana femenino si si 5 si femenino_herradura_hacia_arriba pájaros recipiente N/A N/A N/A N/A púas N/A N/A N/A N/A placa_y_collar_largos N/A N/A un_hilo
286 VMO_LGYEO_0022 oro plana masculino si si 6 si masculino_exagerado propulsor propulsor recipiente N/A N/A N/A con_adornos N/A N/A N/A N/A doble_canana N/A N/A dos_hilos
